date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-10-07 00:00:00,31,27,34,0,,,9.6,,1010.4,
2024-10-08 00:00:00,32.7,30.8,36,0,,,13.5,,1011.7,
2024-10-09 00:00:00,31.6,29,34.6,0,,,10,,1010.6,
2024-10-10 00:00:00,32,29,35,0,,,9,,1009.3,
2024-10-11 00:00:00,31.7,29,35,2.3,,,11.7,,1009,
2024-10-12 00:00:00,31.7,29,34,0.2,,,10.3,,1008.5,
2024-10-13 00:00:00,32.3,29,37.6,0,,,7.8,,1008.4,
2024-10-14 00:00:00,31.6,28,36,0,,,8.6,,1008.7,
2024-10-15 00:00:00,31.8,28.6,35,0,,,12.5,,1009.7,
2024-10-16 00:00:00,31.5,29,34.1,0,,,10.6,,1010.4,
2024-10-17 00:00:00,31.3,28.4,34.3,0,,,10.7,,1009.7,
2024-10-18 00:00:00,31.7,29,34,0.4,,,10.6,,1008.7,
2024-10-19 00:00:00,31.8,30,34.4,1.4,,,9.8,,1010.3,
2024-10-20 00:00:00,32.6,29,38,0,,,10.3,,1010.7,
2024-10-21 00:00:00,32.2,29,37,0,,,17.1,,1010.4,
2024-10-22 00:00:00,30.9,28.8,34.5,0,,,15.3,,1010.7,
2024-10-23 00:00:00,31.2,28,34.2,0,,,10.2,,1010.9,
2024-10-24 00:00:00,31.8,30,35,3.5,,,13.4,,1011.6,
2024-10-25 00:00:00,28.9,27,32.5,0,,,25.6,,1014.4,
2024-10-26 00:00:00,28.8,26,32.7,0,,,22.8,,1014.8,
2024-10-27 00:00:00,28.6,27,32,0,,,24.7,,1014.3,
2024-10-28 00:00:00,28.5,25.5,33,0,,,20.3,,1012.7,
2024-10-29 00:00:00,28.3,26,32,0,,,19,,1012.7,
2024-10-30 00:00:00,28.4,25,32.2,0,,,15.1,,1012.7,
2024-10-31 00:00:00,28.1,25.9,31,0,,,16.3,,1013,
2024-11-01 00:00:00,28,25,32,0,,,17.3,,1014.6,
2024-11-02 00:00:00,29,26,33.4,0,,,14.9,,1015.5,
2024-11-03 00:00:00,29.1,26,34,0,,,12.7,,1014.1,
2024-11-04 00:00:00,28.5,25,34,0,,,7.4,,1012.8,
2024-11-05 00:00:00,27.8,24.6,31,0,,,7.1,,1013,
2024-11-06 00:00:00,28,25,32,0,,,12.4,,1015.8,
2024-11-07 00:00:00,28.1,26,32,0,,,15,,1016.1,
2024-11-08 00:00:00,27.7,25.7,31,0,,,18.6,,1014.8,
2024-11-09 00:00:00,27.6,25,31,0,,,17.2,,1014.3,
2024-11-10 00:00:00,27.8,25,31,0,,,9.5,,1015.2,
2024-11-11 00:00:00,27.5,25,32.7,0,,,5.7,,1015.4,
2024-11-12 00:00:00,27.5,24,32,0,,,6.7,,1014.4,
2024-11-13 00:00:00,28.9,25,34,0,,,14.9,,1012.6,
2024-11-14 00:00:00,27.2,25,32,0,,,18.3,,1013.4,
2024-11-15 00:00:00,26.3,24,31,0,,,15.6,,1015.8,
2024-11-16 00:00:00,26.2,23,31.3,0,,,11.4,,1015.8,
2024-11-17 00:00:00,26.9,22,33,0,,,7.4,,1014.4,
2024-11-18 00:00:00,26,22,30,0,,,7.7,,1014.1,
2024-11-19 00:00:00,25.9,22,30,0,,,9.2,,1015.2,
2024-11-20 00:00:00,26,22,30,0,,,8.5,,1015.2,
2024-11-21 00:00:00,26.2,23,31,0,,,6.4,,1015.2,
2024-11-22 00:00:00,26.9,23,31.3,0,,,13.9,,1015.1,
2024-11-23 00:00:00,26.7,24,31,0,,,19,,1015.6,
2024-11-24 00:00:00,25.7,23,29.4,0,,,13,,1014.5,
2024-11-25 00:00:00,25.4,21,29,0,,,6.4,,1014.1,
2024-11-26 00:00:00,26.8,23.4,29.3,0,,,11,,1014.7,
2024-11-27 00:00:00,27.8,24,33.7,0,,,9.7,,1013.5,
2024-11-28 00:00:00,22.9,20,26.4,1.3,,,25.5,,1016.7,
2024-11-29 00:00:00,20.4,18,24,0,,,19.6,,1019.3,
2024-11-30 00:00:00,20.7,18,24,0,,,18.1,,1018.6,
2024-12-01 00:00:00,20.8,19,24,0,,,17.7,,1016.7,
2024-12-02 00:00:00,21,18.7,25,0,,,18.4,,1015.9,
2024-12-03 00:00:00,20.6,18,24,0,,,13.4,,1017.8,
2024-12-04 00:00:00,21.5,19,24.8,0,,,10,,1018.4,
2024-12-05 00:00:00,22.5,19,27,0,,,6.1,,1018.3,
2024-12-06 00:00:00,23.4,19.7,27,0,,,7.9,,1019,
2024-12-07 00:00:00,24.3,22,28.1,0,,,16.5,,1019.7,
2024-12-08 00:00:00,22.6,20,26,0,,,14,,1020.5,
2024-12-09 00:00:00,22.4,18,27,0,,,5.8,,1019.4,
2024-12-10 00:00:00,22.1,18.9,26.8,0,,,9.9,,1018.1,
2024-12-11 00:00:00,22.1,20,25,,,,12.6,,1019.6,
2024-12-12 00:00:00,22.7,20.7,25,,,,14.7,,1019.2,
2024-12-13 00:00:00,22.9,21,27,,,,8.4,,1016.8,
2024-12-14 00:00:00,21.9,18,27.2,0,,,12,,1016.7,
2024-12-15 00:00:00,18.4,15,21,0,,,20.6,,1022.5,
2024-12-16 00:00:00,16.9,13,20.5,0,,,15.5,,1023.9,
2024-12-17 00:00:00,18,15,22,0,,,14.1,,1021.4,
2024-12-18 00:00:00,18.5,16,22,0,,,15.3,,1019.3,
2024-12-19 00:00:00,18.4,15,23,0,,,15.1,,1018.2,
2024-12-20 00:00:00,18.5,15,23,0,,,8.1,,1017.8,
2024-12-21 00:00:00,19.2,14,25.6,0,,,14.4,,1015.8,
2024-12-22 00:00:00,16.5,15,19,0,,,17.8,,1017.5,
2024-12-23 00:00:00,17.6,13,23,0,,,12.2,,1017.6,
2024-12-24 00:00:00,19.1,15.8,23.1,0,,,9.9,,1018.2,
2024-12-25 00:00:00,19.4,16,23.1,0,,,7.3,,1019.4,
2024-12-26 00:00:00,19.5,16,23,0,,,6.7,,1021.4,
2024-12-27 00:00:00,19.6,16,23,0,,,6.5,,1021.7,
2024-12-28 00:00:00,20.6,17,25.5,0,,,9.5,,1020.2,
2024-12-29 00:00:00,21.8,18,28,0,,,6.4,,1019.4,
2024-12-30 00:00:00,21,17.7,25,0,,,5.2,,1017.8,
2024-12-31 00:00:00,21.8,19,26,0,,,9.9,,1016.2,
2025-01-01 00:00:00,20.1,18,23,0,,,22.3,,1019.1,
2025-01-02 00:00:00,18.2,16,21,0,,,18.2,,1021.9,
2025-01-03 00:00:00,17.7,14,21,0,,,16.6,,1023.2,
2025-01-04 00:00:00,17.6,15,21.4,0,,,13.8,,1023.4,
2025-01-05 00:00:00,17,13,21,0,,,8.1,,1022.4,
2025-01-06 00:00:00,17.1,13,21,0,,,6.1,,1020.1,
2025-01-07 00:00:00,18.9,15,24,0,,,7.2,,1019.7,
2025-01-08 00:00:00,20,17,24,0,,,8.9,,1018.3,
2025-01-09 00:00:00,18.6,16,22,0,,,16.3,,1017.6,
2025-01-10 00:00:00,19.1,16,23,0,,,11.4,,1019.1,
2025-01-11 00:00:00,19,15,23,0,,,4.7,,1019.5,
2025-01-12 00:00:00,19.6,15,23,0.2,,,7.3,,1019.1,
2025-01-13 00:00:00,19.4,16,23.1,0.1,,,15.1,,1020.8,
2025-01-14 00:00:00,17.7,14.8,21.4,0,,,15.4,,1021.3,
2025-01-15 00:00:00,18.6,14.5,22.7,0,,,9.8,,1022.4,
2025-01-16 00:00:00,18.8,16,23,0,,,6.9,,1021.3,
2025-01-17 00:00:00,19.3,14.4,25.4,0,,,12.5,,1017.3,
2025-01-18 00:00:00,18.3,16,21.4,0,,,14.9,,1016.4,
2025-01-19 00:00:00,18,15,22,0,,,10.5,,1017.5,
2025-01-20 00:00:00,18.3,15.6,22.2,0,,,10,,1018.5,
2025-01-21 00:00:00,18.3,14,22,0,,,9.9,,1019.4,
2025-01-22 00:00:00,18.9,16,22.7,0,,,15.8,,1021.5,
2025-01-23 00:00:00,19.1,16,22.4,0,,,15.6,,1021.7,
2025-01-24 00:00:00,19.3,16,22.4,0,,,12.1,,1019.2,
2025-01-25 00:00:00,19.2,15,23,0,,,6.6,,1018.3,
2025-01-26 00:00:00,19.4,16,23.1,0,,,8.3,,1017.9,
2025-01-27 00:00:00,19.5,18,22.8,0,,,19.9,,1016.6,
2025-01-28 00:00:00,19.6,18,23,0,,,20.5,,1017.3,
2025-01-29 00:00:00,19.4,16,23.3,0,,,16.3,,1019.5,
2025-01-30 00:00:00,18.9,17,22.8,0,,,17.5,,1020.6,
2025-01-31 00:00:00,18.2,13.9,22.4,0,,,15,,1019.1,
2025-02-01 00:00:00,18.8,15,22,0,,,9.9,,1017.9,
2025-02-02 00:00:00,19.4,16.7,24,0,,,11.8,,1018.7,
2025-02-03 00:00:00,18.5,15,23,0,,,12.6,,1019.4,
2025-02-04 00:00:00,18,14,22,0,,,8.5,,1019.7,
2025-02-05 00:00:00,18.7,13,23.9,0,,,11.5,,1016.3,
2025-02-06 00:00:00,20.5,18,23.2,0,,,22.2,,1011.8,
2025-02-07 00:00:00,21.4,18,24,0,,,23.7,,1011.5,
2025-02-08 00:00:00,19,17,23,0,,,18.8,,1014.4,
2025-02-09 00:00:00,18.2,16,21,0,,,20.6,,1016.5,
2025-02-10 00:00:00,17.5,14.9,21.3,0,,,16.3,,1018.2,
2025-02-11 00:00:00,18.3,14,21,0,,,10.3,,1018.1,
2025-02-12 00:00:00,20.5,18,24,0,,,10.2,,1015.8,
2025-02-13 00:00:00,22.7,20,28,0,,,11.1,,1015.7,
2025-02-14 00:00:00,21.4,19.6,24.6,0,,,17.5,,1018,
2025-02-15 00:00:00,19,17.9,21,0,,,22.2,,1016.6,
2025-02-16 00:00:00,19.1,17,21,1.9,,,17,,1014.9,
2025-02-17 00:00:00,21,19,23,1.6,,,21,,1014.7,
2025-02-18 00:00:00,19,17,20.7,4.3,,,19.1,,1017.1,
2025-02-19 00:00:00,19.4,16,23,0.8,,,14,,1016.2,
2025-02-20 00:00:00,20,17,23.4,0,,,12.5,,1012.1,
2025-02-21 00:00:00,21.1,18,26.5,0,,,13.2,,1014.5,
2025-02-22 00:00:00,19.8,15,24,0,,,9.9,,1015.3,
2025-02-23 00:00:00,21.8,19,28,0,,,16.1,,1012.9,
2025-02-24 00:00:00,19.1,17,22,0,,,28.5,,1015.2,
2025-02-25 00:00:00,16.2,13,19,0,,,33.2,,1020.5,
2025-02-26 00:00:00,15.5,12.8,19,0,,,19.4,,1021.3,
2025-02-27 00:00:00,15.4,15,17,0,,,16.3,,1020.6,
2025-02-28 00:00:00,17,14,21,0,,,20.7,,1018.7,
2025-03-01 00:00:00,17.7,15,21.7,0.1,,,14.1,,1016.5,
2025-03-02 00:00:00,18.9,16,23.1,0,,,24,,1017.4,
2025-03-03 00:00:00,18.2,15,23.1,0,,,20.9,,1019.3,
2025-03-04 00:00:00,19.1,14,22.1,0,,,14.1,,1016.6,
2025-03-05 00:00:00,21.9,20,24,0,,,26.7,,1014.4,
2025-03-06 00:00:00,21.9,20,23.5,0,,,20.9,,1014.7,
2025-03-07 00:00:00,23.2,20.6,27,0,,,18.4,,1012,
2025-03-08 00:00:00,23.8,21,28,0.1,,,18.4,,1007.4,
2025-03-09 00:00:00,20.9,20,24,5.2,,,18.1,,1011.3,
2025-03-10 00:00:00,20.9,18.9,23,5.1,,,20.6,,1013.8,
2025-03-11 00:00:00,23.4,20,29,0.2,,,16.8,,1014.1,
2025-03-12 00:00:00,23.8,20.5,28.4,0,,,21.7,,1015.5,
2025-03-13 00:00:00,23.4,21,28,0,,,22.3,,1016.2,
2025-03-14 00:00:00,23.8,19.6,29,,,,18.3,,1015.6,
2025-03-15 00:00:00,24,21,30.2,,,,14.8,,1015.5,
2025-03-16 00:00:00,23.8,19,27.6,0,,,14.2,,1016.4,
2025-03-17 00:00:00,23.8,21,29.2,0,,,11.4,,1015.5,
2025-03-18 00:00:00,24.1,19.4,30,,,,8.4,,1014.2,
2025-03-19 00:00:00,24.6,20,30,,,,7.2,,1013.5,
2025-03-20 00:00:00,24.8,21,29,,,,13.9,,1013.8,
2025-03-21 00:00:00,25.7,22,34.1,,,,15.4,,1013.4,
2025-03-22 00:00:00,27.2,24,32.2,0,,,18.1,,1012,
2025-03-23 00:00:00,23.5,20.9,26.4,0,,,24,,1014.8,
2025-03-24 00:00:00,21.5,19,24,0.4,,,28.7,,1018.4,
2025-03-25 00:00:00,20.8,18.3,24,0,,,21.4,,1016.8,
2025-03-26 00:00:00,22.2,16.3,28.7,0,,,16.7,,1013.7,
2025-03-27 00:00:00,21.5,17,27,0,,,10.7,,1014.1,
2025-03-28 00:00:00,22.2,17,27,0,,,8.2,,1014,
2025-03-29 00:00:00,23.3,18,28,0,,,7.8,,1012.7,
2025-03-30 00:00:00,23.7,18.5,29,0,,,7.7,,1012.3,
2025-03-31 00:00:00,25.3,20,32,0,,,7.8,,1012.3,
2025-04-01 00:00:00,28.3,22.2,33.5,0,,,6.3,,1011.4,
2025-04-02 00:00:00,30.2,25,38,0,,,7.8,,1010,
2025-04-03 00:00:00,30.5,25.7,36,0,,,10.1,,1009.6,
2025-04-04 00:00:00,28.4,24,36.8,0,,,11.8,,1009.5,
2025-04-05 00:00:00,29.5,25,36.5,0,,,13.9,,1009.6,
2025-04-06 00:00:00,29.8,25,37,0,,,14,,1010.2,
2025-04-07 00:00:00,30.5,26,36,0,,,14.5,,1011.6,
2025-04-08 00:00:00,31.9,29.8,36.7,0,,,21.8,,1011.9,
2025-04-09 00:00:00,32.2,27,38,0,,,19.3,,1009.6,
2025-04-10 00:00:00,29.8,26,35,0,,,9.7,,1005.8,
2025-04-11 00:00:00,28.9,26,35,0,,,12.4,,1002.7,
2025-04-12 00:00:00,28.9,25,33,0,,,14.3,,1003.4,
2025-04-13 00:00:00,28.7,25.5,33.1,0,,,31.7,,1008.5,
2025-04-14 00:00:00,29.6,24.2,38,0,,,15.4,,1009.6,
2025-04-15 00:00:00,28.7,25.4,33.8,0,,,27,,1011.8,
2025-04-16 00:00:00,27.6,24.3,32.5,0,,,32,,1013.4,
2025-04-17 00:00:00,25.8,22.6,30.6,0,,,25.9,,1013.9,
2025-04-18 00:00:00,26.4,23.1,30.8,,,,20.5,,1013,
2025-04-19 00:00:00,27.4,24.3,30.7,,,,16.2,,1012.2,
2025-04-20 00:00:00,28.2,24.8,31.3,,,,14.6,,1012.3,
2025-04-21 00:00:00,28,23.1,32.5,,,,6.8,,1013.1,
2025-04-22 00:00:00,29.7,25.1,33.1,,,,13.3,,1013.7,
2025-04-23 00:00:00,33.1,28.4,40.3,0,,,14,,1011.3,
2025-04-24 00:00:00,33,27.2,39.3,0,,,13.5,,1009.1,
2025-04-25 00:00:00,30.8,27.2,38.4,0,,,8.3,,1008.1,
2025-04-26 00:00:00,30.2,25,36.1,0,,,10.7,,1007.2,
2025-04-27 00:00:00,31.8,26.3,42.1,0,,,11.4,,1007.4,
2025-04-28 00:00:00,32.6,26,40.7,0,,,8.7,,1006.9,
2025-04-29 00:00:00,33.1,26.9,41.3,0,,,11.6,,1005.7,
2025-04-30 00:00:00,32.9,27,39,0,,,8.3,,1007.1,
2025-05-01 00:00:00,33.8,27.7,40.5,0,,,8.8,,1008.6,
2025-05-02 00:00:00,34.4,29,40.5,0,,,8.6,,1008.5,
2025-05-03 00:00:00,35.3,32.2,40.7,0,,,8.1,,1006.7,
2025-05-04 00:00:00,35.8,29.9,43.2,0,,,8.8,,1005.2,
2025-05-05 00:00:00,35.5,31.7,39.2,0,,,11.2,,1005.1,
2025-05-06 00:00:00,33.9,31.6,38.6,0,,,27.8,,1008.6,
2025-05-07 00:00:00,30.9,28.7,34.3,0,,,27,,1009.7,
2025-05-08 00:00:00,31.7,28.1,35.4,0,,,24.8,,1008.1,
2025-05-09 00:00:00,33.6,29.4,38.1,0,,,19.6,,1008.9,
2025-05-10 00:00:00,30.9,27,39.2,0,,,10.9,,1008.9,
2025-05-11 00:00:00,28.5,23.7,33.3,0,,,7.6,,1007.9,
2025-05-12 00:00:00,31.1,24.6,38.7,0,,,9.2,,1006,
2025-05-13 00:00:00,31.9,26.1,37.9,0,,,9.9,,1005.4,
2025-05-14 00:00:00,33.4,26.9,42,0,,,12.5,,1005.8,
2025-05-15 00:00:00,33.4,29.8,39.5,0,,,8,,1007.9,
2025-05-16 00:00:00,34.7,29.4,40.5,0,,,13.2,,1007.8,
2025-05-17 00:00:00,33.8,30.3,38.1,0,,,22.9,,1007.8,
2025-05-18 00:00:00,32.2,27.8,39.6,0,,,12,,1006.5,
2025-05-19 00:00:00,34.9,27.2,41.6,0,,,8.4,,1004.9,
2025-05-20 00:00:00,37.9,29.1,44.8,0,,,11.2,,1003.6,
2025-05-21 00:00:00,36.4,30.5,42.5,0,,,10.2,,1003.2,
2025-05-22 00:00:00,34.6,29.6,42.3,0,,,13.4,,1001.7,
2025-05-23 00:00:00,32.7,27.9,37.8,0,,,8.1,,999.5,
2025-05-24 00:00:00,35.8,30.7,42.2,0,,,8.9,,998.6,
2025-05-25 00:00:00,38.1,33,44.3,0,,,14.7,,1000.3,
2025-05-26 00:00:00,37.6,33.3,42,0,,,21,,1003.2,
2025-05-27 00:00:00,37.9,33.4,43.3,0,,,12.9,,1002.5,
2025-05-28 00:00:00,36,31.4,44,0,,,8.8,,1001.8,
2025-05-29 00:00:00,36.2,29.8,44.2,0,,,11.1,,1001.2,
2025-05-30 00:00:00,37.9,30.1,44.3,0,,,16.8,,1001.4,
2025-05-31 00:00:00,35.9,31.7,41.1,0,,,24.2,,1004.4,
2025-06-01 00:00:00,36.6,30.3,43.2,0,,,21.9,,1004.5,
2025-06-02 00:00:00,38.9,35,43.8,0,,,26.6,,1003,
2025-06-03 00:00:00,36.2,33.4,40.1,0,,,29.4,,1002.4,
2025-06-04 00:00:00,34.5,31.2,38.1,0,,,27.7,,1003.4,
2025-06-05 00:00:00,34.8,31.2,39.4,0,,,22.4,,1005.4,
2025-06-06 00:00:00,34.2,30.6,39.1,0,,,12.1,,1007.1,
2025-06-07 00:00:00,32.3,27.4,37.7,0,,,9.5,,1007.2,
2025-06-08 00:00:00,31.7,27.4,38.1,0,,,9,,1006.5,
2025-06-09 00:00:00,31.7,27.5,36.1,0,,,9.8,,1006.4,
2025-06-10 00:00:00,32.2,27.6,35.9,0,,,10.3,,1004.1,
2025-06-11 00:00:00,33.8,29.2,39.4,0,,,11.1,,1003.6,
2025-06-12 00:00:00,36.4,29.9,42.5,0,,,8.3,,1003.1,
2025-06-13 00:00:00,36.1,30,44.1,0,,,8.4,,1003.3,
2025-06-14 00:00:00,36.6,30.9,45.9,0,,,8.8,,1001.7,
2025-06-15 00:00:00,38.3,32.4,47.4,0,,,7.6,,998.8,
2025-06-16 00:00:00,38.1,34.3,45.9,0,,,11.2,,996.8,
2025-06-17 00:00:00,39.6,32,45.1,0,,,20.6,,997.9,
2025-06-18 00:00:00,38.4,34.7,43.3,0,,,26.2,,999.6,
2025-06-19 00:00:00,36.2,32.7,41.3,0,,,25.4,,999.6,
2025-06-20 00:00:00,37.1,32.2,42.4,0,,,23.4,,999.9,
2025-06-21 00:00:00,35.6,32,40.4,0,,,10.5,,1000.3,
2025-06-22 00:00:00,36.6,31,41.4,0,,,11.9,,999.8,
2025-06-23 00:00:00,38.4,32.5,44.3,0,,,15.3,,998.4,
2025-06-24 00:00:00,39.3,34.3,43.5,0,,,20.8,,997.1,
2025-06-25 00:00:00,39.8,34.7,44.1,0,,,25.4,,997.2,
2025-06-26 00:00:00,38.4,33.5,45.1,0,,,16.2,,997.6,
2025-06-27 00:00:00,37.7,34.2,43.6,0,,,13.2,,997.4,
2025-06-28 00:00:00,38.8,34.4,45.7,0,,,10,,996.2,
2025-06-29 00:00:00,39.1,31.4,45.5,0,,,6.7,,995,
2025-06-30 00:00:00,39.3,35.8,47.2,0,,,11.8,,994.8,
2025-07-01 00:00:00,38.6,34.8,45,0,,,9.7,,995.8,
2025-07-02 00:00:00,38.1,34.4,42.3,0,,,25,,998.3,
2025-07-03 00:00:00,38.6,34,43.1,0,,,24.7,,998,
2025-07-04 00:00:00,38.7,34.7,43.5,0,,,23.5,,998.5,
2025-07-05 00:00:00,37.9,34.2,42,0,,,22.4,,999.3,
2025-07-06 00:00:00,36.2,33.5,39.1,0,,,21.6,,998.6,
2025-07-07 00:00:00,36.8,31.6,41.6,0,,,13.8,,997.8,
2025-07-08 00:00:00,35.6,31.9,41.9,0,,,9.8,,997.6,
2025-07-09 00:00:00,35.8,32.6,43.6,0,,,10.2,,997.9,
2025-07-10 00:00:00,35.7,33.3,42.6,0,,,9.2,,998,
2025-07-11 00:00:00,34.6,31.5,41.3,0,,,8.9,,999.1,
2025-07-12 00:00:00,33.8,30.5,38,0,,,8.8,,1000.9,
2025-07-13 00:00:00,34.6,30.7,38.1,0,,,8.8,,1001.1,
2025-07-14 00:00:00,36.8,31.9,42,0,,,8.2,,999,
2025-07-15 00:00:00,38.2,32.9,43.1,0,,,6.7,,997.8,
2025-07-16 00:00:00,37.5,32.3,43.4,0,,,8.4,,998.3,
2025-07-17 00:00:00,37.4,34.1,41.9,0,,,10.7,,998,
2025-07-18 00:00:00,37.3,32.4,43.9,0,,,8.1,,999.3,
2025-07-19 00:00:00,38.3,35.5,41.6,0,,,17.9,,998.1,
2025-07-20 00:00:00,38.3,34.2,44.3,0,,,19.6,,995.6,
2025-07-21 00:00:00,36.1,33.2,40,0,,,12.6,,996.1,
2025-07-22 00:00:00,37.5,32,43,0,,,9.5,,996.1,
2025-07-23 00:00:00,39.9,37,43.8,0,,,14.8,,994.8,
2025-07-24 00:00:00,38.3,34.2,43.1,,,,12.4,,992.7,
